exp_id,run_name,seed,freeze_mask,personalization_enabled,probe_enabled,final_acc_current_after,final_acc_old_mean_after,min_delta_agg_old_mean,mean_delta_agg_old_mean_switch_window,max_update_P_norm_mean,max_update_S_norm_mean,probe_rows,pers_rows,theory_rows
A,A_Full_FedALA,0,none,1,1,0.9287664432861752,0.3747841155523624,-0.35877899963022736,-0.04821517652081887,3.2215035290065974,4.935435838057924,9,900,2400
