exp_id,run_name,seed,freeze_mask,personalization_enabled,probe_enabled,final_acc_current_after,final_acc_old_mean_after,min_delta_agg_old_mean,mean_delta_agg_old_mean_switch_window,max_update_P_norm_mean,max_update_S_norm_mean,probe_rows,pers_rows,theory_rows
D,D_Freeze_S,0,freeze_S,1,0,0.8905435591958303,0.37898222283761324,-0.36070726074279635,-0.009266769348988605,26.831268943923885,0.0,0,900,2400
