seed,switch_idx,client_id,n_c,F_local,baseline_loss,loss_i_on_local_j,lambda_G,lambda_L,delta_G_sq,delta_P_sq,delta_L_sq,cos_G_P,B_G,B_P,B_L,local_i_steps,local_j_steps,F_global
1.0,2.0,3.0,1905.0,6.396970946273632,0.0002565457709717134,6.397227492044604,4.71045446395874,0.2203279733657837,36.4611930847168,0.7590954303741455,37.08418655395508,-0.012936813153941625,85.87439486358289,0.08362497888278142,4.085341833675784,6.0,6.0,2.2951926792132338
1.0,2.0,0.0,1972.0,4.476706415688133,0.0010101741495593794,4.4777165898376925,4.71045446395874,1.7792110443115234,36.4611930847168,1.2993444204330444,38.06959533691406,0.02245300476886071,85.87439486358289,1.155903971599514,33.866922237953986,8.0,7.0,2.2951926792132338
1.0,2.0,5.0,4641.0,3.278140786353186,0.00022224630221555274,3.2783630326554016,4.71045446395874,0.4218711256980896,36.4611930847168,0.9874685406684875,38.04890823364258,0.050022344655764744,85.87439486358289,0.2082922324216323,8.025867874055052,6.0,7.0,2.2951926792132338
1.0,3.0,6.0,753.0,0.4112159467029035,0.0009561976378212309,0.41217214434072474,19.129135131835938,1.307978630065918,120.88114929199219,1.4453201293945312,120.93830871582031,-0.05251762635292379,1156.1759198490763,0.9452239214260771,79.09236167830386,7.0,7.0,1.1703720678717258
1.0,3.0,1.0,988.0,0.28542265866634686,0.00042521461357603176,0.2858478732799229,19.129135131835938,0.03525784984230995,120.88114929199219,0.5081573724746704,123.14388275146484,0.11194523748952914,1156.1759198490763,0.008958268167487349,2.170894263525085,6.0,6.0,1.1703720678717258
1.0,3.0,4.0,996.0,0.3466712043525293,0.0007517633553809985,0.3474229677079103,19.129135131835938,0.38475316762924194,120.88114929199219,1.4196593761444092,121.1951904296875,-0.04220409813190637,1156.1759198490763,0.27310922096305745,23.315116709625727,7.0,8.0,1.1703720678717258
1.0,3.0,5.0,1545.0,0.5372931525062034,0.0010449361695996924,0.538338088675803,19.129135131835938,0.8284040093421936,120.88114929199219,1.5660922527313232,121.72514343261719,-0.026243750303278177,1156.1759198490763,0.6486785505811881,50.41879842866683,7.0,7.0,1.1703720678717258
1.0,3.0,0.0,1750.0,0.4455370299551656,0.00012291594152806542,0.44565994589669367,19.129135131835938,0.691318154335022,120.88114929199219,0.4809497892856598,122.66276550292969,0.08530046122810074,1156.1759198490763,0.16624466032839003,42.39949832655748,7.0,6.0,1.1703720678717258
1.0,3.0,2.0,2349.0,0.623400627347925,0.00039691565322966986,0.6237975430011546,19.129135131835938,0.3403554856777191,120.88114929199219,0.3080960810184479,123.01283264160156,0.14942803972870178,1156.1759198490763,0.05243109564521786,20.93404619916214,6.0,6.0,1.1703720678717258
1.0,3.0,3.0,5996.0,0.4493166553369135,0.0001228611218586866,0.44943951645877217,19.129135131835938,0.8742518424987793,120.88114929199219,0.24896284937858582,123.55964660644531,0.2214594886114652,1156.1759198490763,0.10882811489148736,54.01112435209143,6.0,6.0,1.1703720678717258
1.0,3.0,7.0,7303.0,0.5393491238311584,0.0003925224516367771,0.5397416462827952,19.129135131835938,1.521247386932373,120.88114929199219,0.36545857787132263,120.73792266845703,-0.03827096009616223,1156.1759198490763,0.27797645330938536,91.8361246815166,6.0,6.0,1.1703720678717258
