exp_code,global_round,lambda_max,opt_drift
A,541,208.10613708496095,16.41064574563443
A,542,165.68808288574218,16.415140447284713
A,543,163.0384963989258,16.41951164606666
A,544,210.97213821411134,16.42376336373062
A,545,164.16663208007813,16.427905923863108
A,546,174.9416702270508,16.43193826404446
A,547,207.29088973999023,16.43631157981424
A,548,166.79688186645507,16.44039861500711
A,549,170.28414611816407,16.444351197913626
A,550,225.55691528320312,16.448250062983412
A,551,153.55198669433594,16.452082767432906
A,552,177.44869537353514,16.45584434642292
A,553,218.78076858520507,16.459525392807905
A,554,170.13551864624023,16.464252160489202
A,555,162.35160140991212,16.46872314850922
A,556,237.09406051635744,16.473197310239815
A,557,160.36207275390626,16.47754907680241
A,558,196.43900451660159,16.481814384177653
A,559,206.06836929321287,16.485985748518114
A,560,177.58429718017578,16.490073953414967
A,561,167.14390869140624,16.494066978029963
A,562,235.18211059570314,16.497963232514056
A,563,153.63498153686524,16.50175891994199
A,564,187.05866394042965,16.505468931526334
A,565,217.63691024780275,16.509090735074306
A,566,170.82642669677733,16.512622628483623
A,567,174.3770927429199,16.516064006518032
A,568,233.7881690979004,16.519410788274428
A,569,155.6662628173828,16.522669226377847
A,570,199.4999237060547,16.525847274276686
A,571,212.42382888793946,16.528950788394834
A,572,178.67067565917966,16.53198375384801
A,573,181.9404067993164,16.534952403020856
A,574,240.472509765625,16.537857881060404
A,575,160.7698547363281,16.5407039029325
A,576,196.0531753540039,16.54349181184743
A,577,220.01329193115237,16.546227872162046
A,578,192.98493041992188,16.548914693422688
A,579,178.2597297668457,16.55155413990439
A,580,249.45067672729493,16.554143935888458
A,581,159.57222442626954,16.556687704378604
A,582,216.55506744384766,16.55918825944106
A,583,219.69280471801758,16.561648915664573
A,584,195.96442565917968,16.564068993566437
A,585,186.487313079834,16.56645246695426
A,586,254.77681121826174,16.568803517929823
A,587,163.96271820068358,16.571116597388023
A,588,226.07353973388672,16.573394338424077
A,589,218.90939941406248,16.575636144551893
A,590,212.59225311279297,16.577844031183936
A,591,181.07746505737305,16.58002072647898
A,592,264.6483345031738,16.58216708020953
A,593,167.25713577270508,16.584283129254217
A,594,236.14270172119137,16.586372457125638
A,595,221.6609649658203,16.58843346016127
A,596,213.7618667602539,16.59046604858333
A,597,189.26351776123045,16.592454302254556
A,598,277.56715698242186,16.59440986697485
A,599,169.2655517578125,16.59633631859138
A,600,245.09727172851564,16.59823907864121
A,601,200.24020131429037,11.435321965193735
A,602,29.613689422607422,13.230044591206202
A,603,44.39160512288411,13.444592111424837
A,604,47.25113779703776,13.55341186176183
A,605,46.08072357177735,13.645076431465007
A,606,48.170402781168626,13.76167972653287
A,607,50.557204437255855,13.901038048500501
A,608,50.31269073486328,14.052701985246765
A,609,50.72546946207682,14.2056229374563
A,610,53.97117182413737,14.354298079466941
A,611,50.3098124186198,14.487864051320207
A,612,58.47807744344076,14.609462728247872
A,613,58.09021911621094,14.714823504044768
A,614,61.33926264444987,14.813009483675236
A,615,56.9522939046224,14.905128168631018
A,616,77.60539576212564,14.997327972723326
A,617,64.76775461832682,15.075979403294602
A,618,88.59014205932617,15.141621840498646
A,619,87.07741266886393,15.1953373268732
A,620,94.9582992553711,15.242258362574878
A,621,82.555886332194,15.286106940991518
A,622,101.96775004069009,15.330032366497788
A,623,88.78332570393881,15.371226694812009
A,624,112.13928375244141,15.409524929723036
A,625,98.55213673909505,15.445352750599758
A,626,104.0824183146159,15.480792036552065
A,627,100.04687093098958,15.517063362163606
A,628,115.05405273437502,15.552844386696622
A,629,100.86913096110027,15.586266570573272
A,630,119.65575663248698,15.617709901426501
A,631,106.60723571777343,15.64962634871552
A,632,122.73040084838867,15.680485760365869
A,633,103.13780517578125,15.710469451420408
A,634,143.43956553141277,15.738711493830325
A,635,100.91029103597005,15.771558860418542
A,636,126.76690165201823,15.806191071913581
A,637,112.54229125976563,15.834782253174536
A,638,97.57986348470052,15.86980801067334
A,639,101.20349273681641,15.90035786413375
A,640,130.30373942057292,15.9267218352446
A,641,96.80228856404624,15.949963513916892
A,642,130.50716247558594,15.97058270591234
A,643,123.03516540527345,15.989237409144266
A,644,144.27295786539716,16.00598116207527
A,645,112.74898376464843,16.02130163581754
A,646,160.0840789794922,16.035495788213655
A,647,125.73846232096355,16.048761204574213
A,648,157.03680775960285,16.06107447801919
A,649,140.19987640380862,16.072598944828723
A,650,163.0009490966797,16.083415529215074
A,651,132.35704752604167,16.093634673757567
A,652,181.8421819051107,16.103334703217048
A,653,133.8931411743164,16.112540122537695
A,654,178.5057439168294,16.121307979708575
A,655,152.64017333984376,16.12966840900719
A,656,175.24374033610025,16.137688370439868
A,657,145.59888407389323,16.145388171727237
A,658,196.02471313476562,16.152764750199236
A,659,152.24479980468752,16.15984039419519
A,660,183.75184885660806,16.16664970615891
A,661,160.4691141764323,16.173206325323854
A,662,191.820405069987,16.179538882005005
A,663,158.23861389160155,16.185647929253523
A,664,209.4360555013021,16.191559505162314
A,665,153.60704243977867,16.19727598000699
A,666,195.83104756673177,16.202820054564082
A,667,179.6938440958659,16.20819111711263
A,668,197.16805521647134,16.213401017015606
A,669,166.39058227539064,16.218442120007165
A,670,214.03839263916015,16.2233372368384
A,671,163.76874084472658,16.22809956251618
A,672,205.89048970540364,16.232751750681775
