exp_dir,exp_code,global_round,old_task_idx,acc_mean,acc_std,num_seeds
A_Full_FedALA,A,436,0,0.0,,1
A_Full_FedALA,A,437,0,0.0,,1
A_Full_FedALA,A,438,0,0.0,,1
A_Full_FedALA,A,439,0,0.0,,1
A_Full_FedALA,A,440,0,0.0,,1
A_Full_FedALA,A,441,0,0.0,,1
A_Full_FedALA,A,442,0,0.0,,1
A_Full_FedALA,A,443,0,0.0,,1
A_Full_FedALA,A,444,0,0.0,,1
A_Full_FedALA,A,445,0,0.0,,1
A_Full_FedALA,A,446,0,0.0,,1
A_Full_FedALA,A,447,0,0.0,,1
A_Full_FedALA,A,448,0,0.0,,1
A_Full_FedALA,A,449,0,0.0,,1
A_Full_FedALA,A,450,0,0.0,,1
A_Full_FedALA,A,451,0,0.0,,1
A_Full_FedALA,A,452,0,0.0,,1
A_Full_FedALA,A,453,0,0.0,,1
A_Full_FedALA,A,454,0,0.0,,1
A_Full_FedALA,A,455,0,0.0,,1
A_Full_FedALA,A,456,0,0.0,,1
A_Full_FedALA,A,457,0,0.0,,1
A_Full_FedALA,A,458,0,0.0,,1
A_Full_FedALA,A,459,0,0.0,,1
A_Full_FedALA,A,460,0,0.0,,1
A_Full_FedALA,A,461,0,0.0,,1
A_Full_FedALA,A,462,0,0.0,,1
A_Full_FedALA,A,463,0,0.0,,1
A_Full_FedALA,A,464,0,0.0,,1
A_Full_FedALA,A,465,0,0.0,,1
A_Full_FedALA,A,466,0,0.0,,1
A_Full_FedALA,A,467,0,0.0,,1
A_Full_FedALA,A,468,0,0.0,,1
A_Full_FedALA,A,469,0,0.0,,1
A_Full_FedALA,A,470,0,0.0,,1
A_Full_FedALA,A,471,0,0.0,,1
A_Full_FedALA,A,472,0,0.0,,1
A_Full_FedALA,A,473,0,0.0,,1
A_Full_FedALA,A,474,0,0.0,,1
A_Full_FedALA,A,475,0,0.0,,1
A_Full_FedALA,A,476,0,0.0,,1
A_Full_FedALA,A,477,0,0.0,,1
A_Full_FedALA,A,478,0,0.0,,1
A_Full_FedALA,A,479,0,0.0,,1
A_Full_FedALA,A,480,0,0.0,,1
A_Full_FedALA,A,481,0,0.0,,1
A_Full_FedALA,A,482,0,0.0,,1
A_Full_FedALA,A,483,0,0.0,,1
A_Full_FedALA,A,484,0,0.0,,1
A_Full_FedALA,A,485,0,0.0,,1
A_Full_FedALA,A,486,0,0.0,,1
A_Full_FedALA,A,487,0,0.0,,1
A_Full_FedALA,A,488,0,0.0,,1
A_Full_FedALA,A,489,0,0.0,,1
A_Full_FedALA,A,490,0,0.0,,1
A_Full_FedALA,A,491,0,0.0,,1
A_Full_FedALA,A,492,0,0.0,,1
A_Full_FedALA,A,493,0,0.0,,1
A_Full_FedALA,A,494,0,0.0004091653027823218,,1
A_Full_FedALA,A,495,0,0.0004091653027823218,,1
A_Full_FedALA,A,496,0,0.0,,1
A_Full_FedALA,A,497,0,0.0,,1
A_Full_FedALA,A,498,0,0.0,,1
A_Full_FedALA,A,499,0,0.0,,1
A_Full_FedALA,A,500,0,0.0,,1
A_Full_FedALA,A,501,0,0.0,,1
A_Full_FedALA,A,502,0,0.0,,1
A_Full_FedALA,A,503,0,0.0,,1
A_Full_FedALA,A,504,0,0.0,,1
A_Full_FedALA,A,505,0,0.0,,1
A_Full_FedALA,A,506,0,0.0,,1
A_Full_FedALA,A,507,0,0.0,,1
A_Full_FedALA,A,508,0,0.0,,1
A_Full_FedALA,A,509,0,0.0,,1
A_Full_FedALA,A,510,0,0.0,,1
A_Full_FedALA,A,511,0,0.0,,1
A_Full_FedALA,A,512,0,0.0,,1
A_Full_FedALA,A,513,0,0.0,,1
A_Full_FedALA,A,514,0,0.0,,1
A_Full_FedALA,A,515,0,0.0,,1
A_Full_FedALA,A,516,0,0.0,,1
A_Full_FedALA,A,517,0,0.0,,1
A_Full_FedALA,A,518,0,0.0,,1
A_Full_FedALA,A,519,0,0.0,,1
A_Full_FedALA,A,520,0,0.0,,1
A_Full_FedALA,A,521,0,0.0,,1
A_Full_FedALA,A,522,0,0.0,,1
