exp_id,run_name,seed,freeze_mask,personalization_enabled,probe_enabled,final_acc_current_after,final_acc_old_mean_after,min_delta_agg_old_mean,mean_delta_agg_old_mean_switch_window,max_update_P_norm_mean,max_update_S_norm_mean,probe_rows,pers_rows,theory_rows
B,B_No_Pers,0,none,0,1,0.9798957557706627,0.28048662799385854,-0.39661898569570875,-0.06880447751250814,2.987605179247987,7.537427098283858,9,900,2400
