global_round,task_idx,round_in_task,dataset,client_id,old_task_idx,old_dataset,exp_id,run_seed,global_acc_old_task,personalized_acc_old_task,delta_pers,test_samples
207,2,7,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.8962264150943396,0.9937106918238994,0.09748427672955973,636
207,2,7,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.09748427672955973,0
207,2,7,permuted-mnist-task2-npz,1,1,permuted-mnist-task1-npz,A,0,0.224,0.832,0.608,125
207,2,7,permuted-mnist-task2-npz,1,0,OLD_TASKS_MEAN,A,0,nan,nan,0.608,0
207,2,7,permuted-mnist-task2-npz,2,1,permuted-mnist-task1-npz,A,0,0.09803921568627451,0.9852941176470589,0.8872549019607844,408
207,2,7,permuted-mnist-task2-npz,2,0,OLD_TASKS_MEAN,A,0,nan,nan,0.8872549019607844,0
208,2,8,permuted-mnist-task2-npz,4,1,permuted-mnist-task1-npz,A,0,0.85,0.9208333333333333,0.0708333333333333,480
208,2,8,permuted-mnist-task2-npz,4,0,OLD_TASKS_MEAN,A,0,nan,nan,0.0708333333333333,0
208,2,8,permuted-mnist-task2-npz,2,1,permuted-mnist-task1-npz,A,0,0.10784313725490197,0.9852941176470589,0.8774509803921569,408
208,2,8,permuted-mnist-task2-npz,2,0,OLD_TASKS_MEAN,A,0,nan,nan,0.8774509803921569,0
208,2,8,permuted-mnist-task2-npz,0,1,permuted-mnist-task1-npz,A,0,0.7598784194528876,0.8541033434650456,0.09422492401215798,658
208,2,8,permuted-mnist-task2-npz,0,0,OLD_TASKS_MEAN,A,0,nan,nan,0.09422492401215798,0
208,2,8,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.9088050314465409,0.9952830188679245,0.08647798742138357,636
208,2,8,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.08647798742138357,0
208,2,8,permuted-mnist-task2-npz,1,1,permuted-mnist-task1-npz,A,0,0.232,0.824,0.592,125
208,2,8,permuted-mnist-task2-npz,1,0,OLD_TASKS_MEAN,A,0,nan,nan,0.592,0
209,2,9,permuted-mnist-task2-npz,4,1,permuted-mnist-task1-npz,A,0,0.8479166666666667,0.91875,0.0708333333333333,480
209,2,9,permuted-mnist-task2-npz,4,0,OLD_TASKS_MEAN,A,0,nan,nan,0.0708333333333333,0
209,2,9,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.9072327044025157,0.9968553459119497,0.089622641509434,636
209,2,9,permuted-mnist-task2-npz,3,0,OLD_TASKS_MEAN,A,0,nan,nan,0.089622641509434,0
209,2,9,permuted-mnist-task2-npz,2,1,permuted-mnist-task1-npz,A,0,0.11274509803921569,0.9828431372549019,0.8700980392156862,408
209,2,9,permuted-mnist-task2-npz,2,0,OLD_TASKS_MEAN,A,0,nan,nan,0.8700980392156862,0
209,2,9,permuted-mnist-task2-npz,0,1,permuted-mnist-task1-npz,A,0,0.7386018237082067,0.8525835866261399,0.11398176291793316,658
209,2,9,permuted-mnist-task2-npz,0,0,OLD_TASKS_MEAN,A,0,nan,nan,0.11398176291793316,0
209,2,9,permuted-mnist-task2-npz,1,1,permuted-mnist-task1-npz,A,0,0.232,0.808,0.5760000000000001,125
209,2,9,permuted-mnist-task2-npz,1,0,OLD_TASKS_MEAN,A,0,nan,nan,0.5760000000000001,0
210,2,10,permuted-mnist-task2-npz,0,1,permuted-mnist-task1-npz,A,0,0.7446808510638298,0.8571428571428571,0.11246200607902734,658
210,2,10,permuted-mnist-task2-npz,0,0,OLD_TASKS_MEAN,A,0,nan,nan,0.11246200607902734,0
210,2,10,permuted-mnist-task2-npz,3,1,permuted-mnist-task1-npz,A,0,0.9213836477987422,0.9952830188679245,0.07389937106918232,636
